Unnamed: 0,title,allsides_summary_text,external_link,bias
13,"After Years of Woke Shows, MAGA Comes for the Smithsonian","Tough love, force, and deprogramming, and it won’t be pretty.
With 17 museums, a garden, the Archives of American Art, and a zoo, the Smithsonian is sprawling, eclectic, and in President Trump’s line of fire. His freshly minted executive order “Restoring Truth and Sanity to American History” correctly states that there’s “a concerted and widespread effort to rewrite our Nation’s history, replacing objective facts with a distorted narrative driven by ideology rather than truth.” That would be the 1619 Project and its many spinoffs.",https://www.nationalreview.com/2025/04/after-years-of-woke-shows-maga-comes-for-the-smithsonian/,Lean Right
14,"U.S. Stock Futures, Dollar Tumble on Trump Tariff Plans","President Trump’s sweeping new tariff plan reverberated through global markets, with U.S. stock futures slumping and the dollar tumbling to its lowest level of the year. Popular stocks such as Apple, Amazon and Nike were among the largest retreaters in offhours trading and oil prices slid.
Here’s what to know:
All U.S. imports will be subject to a 10% tariff, effective April 5.
Trump will impose even higher rates on some nations that the White House considers bad actors on trade. For example, Japan faces a 24% duty and the European Union faces a 20% levy, effective April 9....",https://www.wsj.com/livecoverage/trump-tariffs-trade-war-stock-market-04-03-2025?mod=WSJ_home_mediumtopper_pos_1,Center
15,Fact check: Trump’s false claims about tariffs and trade,"President Donald Trump made a series of false claims about tariffs and trade – most of which he has made before – in the Wednesday speech in which he announced a sweeping set of global tariffs.
Here is a fact check of some of Trump’s remarks.
Canada’s dairy tariffs
Trump correctly noted that Canada has tariffs exceeding 250% on some US dairy products. However, he falsely claimed that merely “the first little carton of milk” exported to Canada faces a “very low price,” but “then it gets up to 275, 300%.”",https://www.cnn.com/2025/04/02/politics/fact-check-trump-tariffs-trade/index.html,Left
16,NYC Mayor Eric Adams will skip Democratic primary and run for reelection as an independent,"New York City Mayor Eric Adams on Thursday said he will pull out of the city’s Democratic primary and instead run for reelection as an independent candidate, arguing that his federal bribery charges had made it impossible to mount a primary campaign.
In a video, Adams, whose criminal case was dismissed Wednesday, said he will not run in the Democratic primary in June because the case “dragged on too long” while the “false accusations were held over me.”
“I firmly believe that this city is better served by truly independent...",https://www.washingtontimes.com/news/2025/apr/3/eric-adams-nyc-mayor-skip-democratic-primary-run-reelection/,Lean Right
17,Punitive or a gift? How five big economies see new Trump tariffs,"New trade tariffs unveiled by US President Donald Trump on Wednesday are expected to have a major global impact, and have been condemned by the European Union and other key US allies.
But Trump's latest import taxes may get a different response in China, whose leader could see them as a gift.
Here, BBC reporters in five major economies look at the nuances of how the announcements are being received where they are.",https://www.bbc.com/news/articles/cq80vwj2092o,Center
18,What Should Worry Republicans the Most Right Now,"Just a few months ago, Republicans were triumphant, while Democrats were demoralized. But something real has happened: Democrats’ fury is building. Perhaps they have had it with Elon Musk. Perhaps Senate Democrats’ capitulation on government funding ignited voters who felt abandoned by their party leaders. Perhaps it was all the institutions cutting deals under pressure from President Trump. Whatever it was, Democrats are proving a political axiom: Anger is a more powerful motivator in voting than happiness and satisfaction.
And Republicans had better watch out, as they learned Tuesday night...",https://www.nytimes.com/2025/04/03/opinion/democrats-elections-wisconsin.html,Left
19,What a better tariff policy could look like,"Today is “Liberation Day,” according to President Donald Trump — the day he announces a slate of new tariffs. This is just the latest update to tariff policies that have already caused a good deal of whiplash since Trump took office in January. He threatened to impose tariffs on Colombia and canceled his plan to do so all in a single day. He rolled out a tariff plan for Canada and Mexico, only to postpone implementing it shortly after some tariffs went into effect. And he’s been threatening both allies and adversaries with broad and aggressive tariffs for reasons ranging...",https://www.vox.com/policy/406605/trump-tariff-plan-liberation-day,Left
20,Trump has gone too far — and Americans are noticing,"Donald Trump won the election in part because voters endorsed his broadly stated goals, if not his specific policies. As I argued here a few weeks ago though, the worm is turning on the president. That’s partly because Americans fear he’s gone too far.  
Voters wanted a president who would be “tougher” on immigration. But as I reported, they rejected Trump’s plan to deport everyone who is here illegally.  ",https://thehill.com/opinion/5227009-trump-executive-orders/,Center
21,DOGE uncovers VA’s agreement to pay $380K per month for minor website modifications,"The Department of Veterans Affairs (VA) paid hundreds of thousands of dollars a month for website changes before canceling the contract and having an internal staffer take over, according to the Department of Government Efficiency (DOGE).
While combing through loads and loads of data, DOGE discovered a previous contract by the VA for its website maintenance.",https://www.foxnews.com/politics/doge-uncovers-vas-agreement-pay-380k-per-month-minor-website-modifications,Right
22,US bans government personnel in China from romantic or sexual relations with Chinese citizens,"The U.S. government has banned American government personnel in China, as well as family members and contractors with security clearances, from any romantic or sexual relationships with Chinese citizens, The Associated Press has learned.
Four people with direct knowledge of the matter told the AP about the policy, which was put into effect by departing U.S. Ambassador Nicholas Burns in January shortly before he left China. The people would speak only on condition of anonymity to discuss details of a confidential new directive.",https://apnews.com/article/chinese-beijing-honeypot-spies-diplomat-agent-intelligence-c077ef57b0f7ae43dd0db41bea92238b,Left
23,Trump targets Big Law. Why that matters to the rest of us.,"As it began fighting for its life in federal court last week, the law firm WilmerHale turned to the story that most budding lawyers hear before anything else.
It’s 1770, and a group of British soldiers is on trial after killing five colonists in the Boston Massacre. John Adams, a prominent voice for independence, has chosen to defend them. Despite widespread criticism at the time, America’s second president later described it as “one of the best pieces of service I ever rendered my country.”",https://www.csmonitor.com/USA/Justice/2025/0403/trump-law-firms-right-to-counsel,Center
